,Unnamed: 0,file_path,src,actor,gender,intensity,statement,repeat,emotion,transcript,stress_label
326,826,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_15/03-01-04-01-01-02-15.wav,1,15,male,0,0,1,4,can you talking by the door,2
327,109,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-01-02.wav,1,2,female,1,1,0,5,dogs are sitting by the door,1
328,1208,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_21/03-01-04-02-02-01-21.wav,1,21,male,1,1,0,4,toxic sitting by the door,2
329,353,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-06-01-01-02-06.wav,1,6,female,0,0,1,6,kids are talking by the door,2
330,1298,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_22/03-01-03-01-01-02-22.wav,1,22,female,0,0,1,3,kids are talking by the door,0
331,810,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_14/03-01-05-02-02-01-14.wav,1,14,female,1,1,0,5,Could not process audio transcription.,1
332,610,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_11/03-01-06-01-02-01-11.wav,1,11,male,0,1,0,6,doctor sitting by the door,2
333,296,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_05/03-01-07-02-01-01-05.wav,1,5,male,1,0,0,7,kids are talking by the door,1
334,619,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_11/03-01-08-01-01-02-11.wav,1,11,male,0,0,1,8,can you talking about the door,0
335,965,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_17/03-01-05-02-02-02-17.wav,1,17,male,1,1,1,5,dogs sitting by the door,1
336,628,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_11/03-01-01-01-01-02-11.wav,1,11,male,0,0,1,1,can you talking by the door,0
337,286,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_05/03-01-03-01-02-02-05.wav,1,5,male,0,1,1,3,dogs are sitting by the door,0
338,1362,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_24/03-01-02-02-02-01-24.wav,1,24,female,1,1,0,2,dogs are sitting by the door,0
339,770,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_14/03-01-01-01-02-02-14.wav,1,14,female,0,1,1,1,dogs are sitting by the door,0
340,126,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-02-01-03.wav,1,3,male,0,1,0,5,dogs are sitting by the door,1
341,1202,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_21/03-01-05-01-02-02-21.wav,1,21,male,0,1,1,5,doctor sitting by the door,1
342,714,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_13/03-01-07-02-02-01-13.wav,1,13,male,1,1,0,7,dogs are sitting by the door,1
343,817,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_14/03-01-02-02-02-01-14.wav,1,14,female,1,1,0,2,talks are sitting by the door,0
344,548,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-01-01-10.wav,1,10,female,0,0,0,1,kids are talking by the door,0
345,170,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-04-01-02-02-03.wav,1,3,male,0,1,1,4,charger sitting by the door,2
346,451,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-02-01-08.wav,1,8,female,0,1,0,3,charger setting by the door,0
347,350,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-08-02-01-01-06.wav,1,6,female,1,0,0,8,can you talking by the door,0
348,482,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-02-01-09.wav,1,9,male,1,1,0,5,dogs are sitting by the door,1
349,209,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_04/03-01-01-01-01-01-04.wav,1,4,female,0,0,0,1,kids are talking about the door,0
350,1222,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_21/03-01-05-02-02-02-21.wav,1,21,male,1,1,1,5,doctor sitting by the door,1
351,140,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-07-02-01-02-03.wav,1,3,male,1,0,1,7,change the talking by the door,1
352,1030,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_18/03-01-04-02-01-01-18.wav,1,18,female,1,0,0,4,talking by the door,2
353,1256,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_22/03-01-03-01-01-01-22.wav,1,22,female,0,0,0,3,kids are talking about the door,0
354,618,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_11/03-01-08-02-02-02-11.wav,1,11,male,1,1,1,8,don't just sitting by the door,0
355,1371,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_24/03-01-07-02-01-01-24.wav,1,24,female,1,0,0,7,kids are talking about the door,1
356,554,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-06-02-01-01-10.wav,1,10,female,1,0,0,6,can you talking by the door,2
357,199,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_04/03-01-04-01-02-01-04.wav,1,4,female,0,1,0,4,dogs are sitting by the door,2
358,413,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-01-02-07.wav,1,7,male,1,0,1,4,kids talking by the door,2
359,1178,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_20/03-01-01-01-02-02-20.wav,1,20,female,0,1,1,1,dogs are sitting by the door,0
360,634,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_11/03-01-07-01-02-01-11.wav,1,11,male,0,1,0,7,dogs are sitting by the door,1
361,1085,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_19/03-01-02-01-02-02-19.wav,1,19,male,0,1,1,2,talk you sitting by the door,0
362,1091,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_19/03-01-05-01-01-02-19.wav,1,19,male,0,0,1,5,kids talking by the door,1
363,10,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-02-01.wav,1,1,male,1,1,1,3,dogs are sitting by the door,0
364,147,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-01-02-03.wav,1,3,male,0,0,1,5,kids are talking by the door,1
365,1133,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_20/03-01-03-01-02-02-20.wav,1,20,female,0,1,1,3,doctor sitting by the door,0
366,282,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_05/03-01-02-02-01-02-05.wav,1,5,male,1,0,1,2,kids are talking by the door,0
367,298,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_05/03-01-08-02-01-01-05.wav,1,5,male,1,0,0,8,kids are talking by the door,0
368,552,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-07-01-01-02-10.wav,1,10,female,0,0,1,7,kids are talking by the door,1
369,291,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_05/03-01-05-01-01-01-05.wav,1,5,male,0,0,0,5,kids are talking by the door,1
370,538,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-02-02-10.wav,1,10,female,1,1,1,5,dogs are sitting by the door,1
371,958,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_17/03-01-03-01-02-01-17.wav,1,17,male,0,1,0,3,talk just sitting by the door,0
372,478,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-02-01-02-01-08.wav,1,8,female,0,1,0,2,dogs are sitting in Bangalore,0
373,1245,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_22/03-01-04-01-02-02-22.wav,1,22,female,0,1,1,4,dogs are sitting by the door,2
374,522,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-01-01-10.wav,1,10,female,1,0,0,2,kids are talking by the door,0
375,331,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-08-01-01-02-06.wav,1,6,female,0,0,1,8,kids are talking by the door,0
376,323,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-06-01-01-01-06.wav,1,6,female,0,0,0,6,kids are talking by the door,2
377,985,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_17/03-01-06-01-01-02-17.wav,1,17,male,0,0,1,6,kids talking by the door,2
378,1173,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_20/03-01-04-02-02-02-20.wav,1,20,female,1,1,1,4,Doctor Strange by the door,2
379,839,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_15/03-01-02-01-01-02-15.wav,1,15,male,0,0,1,2,kids are talking by the door,0
380,135,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-02-01-01-02-03.wav,1,3,male,0,0,1,2,kids are talking by the door,0
381,1182,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_21/03-01-06-01-01-02-21.wav,1,21,male,0,0,1,6,can you talking by the door,2
382,1164,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_20/03-01-04-02-01-01-20.wav,1,20,female,1,0,0,4,kids talking by the door,2
383,650,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_12/03-01-07-01-01-01-12.wav,1,12,female,0,0,0,7,kids talking by the door,1
384,1319,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_23/03-01-03-02-02-01-23.wav,1,23,male,1,1,0,3,don't just sitting by the door,0
385,590,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_11/03-01-05-02-01-01-11.wav,1,11,male,1,0,0,5,kids are talking by the door,1
386,560,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-02-01-10.wav,1,10,female,0,1,0,1,dogs are sitting by the door,0
387,598,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_11/03-01-07-01-02-02-11.wav,1,11,male,0,1,1,7,dogs are sitting by the door,1
388,158,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-01-01-03.wav,1,3,male,1,0,0,6,Shin-chan chocolate,2
389,1226,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_21/03-01-08-02-02-01-21.wav,1,21,male,1,1,0,8,doctor sitting by the door,0
390,858,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_15/03-01-07-02-02-02-15.wav,1,15,male,1,1,1,7,dogs are sitting by the door,1
391,425,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-07-01-02-01-08.wav,1,8,female,0,1,0,7,charger setting by the door,1
392,1261,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_22/03-01-05-01-02-02-22.wav,1,22,female,0,1,1,5,dogs are sitting by the door,1
393,1229,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_21/03-01-04-01-01-02-21.wav,1,21,male,0,0,1,4,kids talking by the door,2
394,931,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-01-01-16.wav,1,16,female,0,0,0,5,kids are talking by the door,1
395,953,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_17/03-01-03-01-01-02-17.wav,1,17,male,0,0,1,3,can you talking by the door,0
396,1305,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_23/03-01-06-02-02-02-23.wav,1,23,male,1,1,1,6,doctor sitting by the door,2
397,1083,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_19/03-01-08-01-01-02-19.wav,1,19,male,0,0,1,8,kids talking by the door,0
398,1361,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_24/03-01-03-01-02-02-24.wav,1,24,female,0,1,1,3,talk to sitting by the door,0
399,1175,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_20/03-01-03-02-02-02-20.wav,1,20,female,1,1,1,3,doctor sitting by the door,0
400,718,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_13/03-01-05-01-01-02-13.wav,1,13,male,0,0,1,5,kids are talking by the door,1
401,96,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-02-02-02.wav,1,2,female,1,1,1,7,dogs are sitting by the door,1
402,481,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-06-01-01-02-09.wav,1,9,male,0,0,1,6,can you talking about the door,2
403,969,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_17/03-01-08-02-01-02-17.wav,1,17,male,1,0,1,8,can you talking by the door,0
404,575,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-06-02-02-02-10.wav,1,10,female,1,1,1,6,talk to sitting by the door,2
405,934,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_16/03-01-08-02-01-01-16.wav,1,16,female,1,0,0,8,kids are talking by the door,0
406,156,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-05-01-02-02-03.wav,1,3,male,0,1,1,5,dogs are sitting by the door,1
407,1047,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_18/03-01-02-02-01-01-18.wav,1,18,female,1,0,0,2,kids are talking by the door,0
408,581,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_11/03-01-02-01-02-01-11.wav,1,11,male,0,1,0,2,doctor sitting by the door,0
409,1251,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_22/03-01-03-01-02-02-22.wav,1,22,female,0,1,1,3,dogs are sitting by the door,0
410,428,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-06-01-01-02-08.wav,1,8,female,0,0,1,6,can you talking by the door,2
411,390,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-08-01-01-02-07.wav,1,7,male,0,0,1,8,cheater talking by the door,0
412,772,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_14/03-01-02-02-01-01-14.wav,1,14,female,1,0,0,2,kids are talking by the door,0
413,798,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_14/03-01-05-01-02-02-14.wav,1,14,female,0,1,1,5,dogs are sitting by the door,1
414,1223,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_21/03-01-05-01-01-02-21.wav,1,21,male,0,0,1,5,can you talking by the door,1
415,852,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_15/03-01-02-02-01-02-15.wav,1,15,male,1,0,1,2,can you talking by the door,0
416,1412,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_24/03-01-04-01-01-02-24.wav,1,24,female,0,0,1,4,kids talking by the door,2
417,1295,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_22/03-01-01-01-02-02-22.wav,1,22,female,0,1,1,1,toxic sitting by the door,0
418,308,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-07-02-02-01-06.wav,1,6,female,1,1,0,7,dogs are singing by the door,1
419,796,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_14/03-01-08-01-01-02-14.wav,1,14,female,0,0,1,8,can you talking by the door,0
420,570,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-07-02-01-01-10.wav,1,10,female,1,0,0,7,kids are talking by the door,1
421,1210,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_21/03-01-01-01-01-01-21.wav,1,21,male,0,0,0,1,can you talking by the door,0
422,1366,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_24/03-01-05-01-01-01-24.wav,1,24,female,0,0,0,5,kids are talking by the door,1
423,721,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_13/03-01-04-01-02-01-13.wav,1,13,male,0,1,0,4,dogs are sitting by the door,2
424,706,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_13/03-01-08-01-01-01-13.wav,1,13,male,0,0,0,8,can you talking by the door,0
425,352,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-05-01-01-01-06.wav,1,6,female,0,0,0,5,kids talking by the door,1
426,788,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_14/03-01-06-01-01-01-14.wav,1,14,female,0,0,0,6,can you talking with the door,2
427,124,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-06-02-01-02-03.wav,1,3,male,1,0,1,6,change for talking by the door,2
428,178,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_03/03-01-01-01-01-02-03.wav,1,3,male,0,0,1,1,kids are talking by the door,0
429,287,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_05/03-01-02-02-02-01-05.wav,1,5,male,1,1,0,2,dogs are sitting by the door,0
430,1368,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_24/03-01-06-02-02-02-24.wav,1,24,female,1,1,1,6,Could not process audio transcription.,2
431,1176,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_20/03-01-03-01-01-02-20.wav,1,20,female,0,0,1,3,can you talking by the door,0
432,294,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_05/03-01-04-01-02-02-05.wav,1,5,male,0,1,1,4,dogs are sitting by the door,2
433,910,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_16/03-01-02-01-02-02-16.wav,1,16,female,0,1,1,2,doctor sitting by the door,0
434,462,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-02-01-08.wav,1,8,female,0,1,0,4,success story in by the door,2
435,781,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_14/03-01-08-02-01-02-14.wav,1,14,female,1,0,1,8,can you talking by the door,0
436,439,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-02-01-08.wav,1,8,female,1,1,0,3,Jagjit Singh by the door,0
437,1169,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_20/03-01-06-02-01-02-20.wav,1,20,female,1,0,1,6,can you talking by the door,2
438,236,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_04/03-01-05-01-01-01-04.wav,1,4,female,0,0,0,5,Kidhar talking by the door,1
439,88,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-01-02-02.wav,1,2,female,1,0,1,8,can you talking by the door,0
440,1087,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_19/03-01-02-02-01-02-19.wav,1,19,male,1,0,1,2,kids talking by the door,0
441,916,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-02-01-16.wav,1,16,female,1,1,0,4,dogs are sitting by the door,2
442,1058,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_18/03-01-08-01-01-01-18.wav,1,18,female,0,0,0,8,can you talking by the door,0
443,737,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_13/03-01-06-02-01-01-13.wav,1,13,male,1,0,0,6,kids are talking by the door,2
444,1315,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_23/03-01-01-01-02-01-23.wav,1,23,male,0,1,0,1,doctor sitting by the door,0
445,845,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_15/03-01-05-02-02-02-15.wav,1,15,male,1,1,1,5,dogs are sitting by the door,1
446,626,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-02-02-11.wav,1,11,male,0,1,1,3,talk to sitting by the door,0
447,847,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_15/03-01-04-01-02-01-15.wav,1,15,male,0,1,0,4,doctor sitting by the door,2
448,1052,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_18/03-01-04-01-01-02-18.wav,1,18,female,0,0,1,4,Kidhar talking by the door,2
449,290,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_05/03-01-06-01-01-02-05.wav,1,5,male,0,0,1,6,kids are talking by the door,2
450,285,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_05/03-01-03-02-01-02-05.wav,1,5,male,1,0,1,3,kids are talking by the door,0
451,754,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_13/03-01-07-01-02-01-13.wav,1,13,male,0,1,0,7,doctor sitting by the door,1
452,1345,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_23/03-01-06-01-02-02-23.wav,1,23,male,0,1,1,6,doctor sitting by the door,2
453,571,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-01-02-10.wav,1,10,female,1,0,1,4,can you talking by the door,2
454,809,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_14/03-01-06-02-02-02-14.wav,1,14,female,1,1,1,6,Could not process audio transcription.,2
455,266,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_05/03-01-02-01-01-02-05.wav,1,5,male,0,0,1,2,kids are talking by the door,0
456,327,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-02-02-02-02-06.wav,1,6,female,1,1,1,2,dogs are sitting by the door,0
457,348,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-01-01-01-02-06.wav,1,6,female,0,0,1,1,kids are talking by the door,0
458,461,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-07-01-02-02-08.wav,1,8,female,0,1,1,7,charger sitting by the door,1
459,59,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-01-02-01.wav,1,1,male,1,0,1,3,kids are talking by the door,0
460,405,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-02-01-01-01-07.wav,1,7,male,0,0,0,2,kids are talking by the door,0
461,621,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_11/03-01-03-01-01-01-11.wav,1,11,male,0,0,0,3,can you talking by the door,0
462,1339,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_23/03-01-07-01-02-02-23.wav,1,23,male,0,1,1,7,talk to sitting by the door,1
463,514,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-06-01-02-02-09.wav,1,9,male,0,1,1,6,toxic Siri,2
464,967,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_17/03-01-06-01-01-01-17.wav,1,17,male,0,0,0,6,kids talking by the door,2
465,903,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_16/03-01-06-02-02-01-16.wav,1,16,female,1,1,0,6,translate sitting by the door,2
466,1142,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_20/03-01-07-02-02-02-20.wav,1,20,female,1,1,1,7,sitting by the door,1
467,752,/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_13/03-01-04-02-01-02-13.wav,1,13,male,1,0,1,4,can you talking by the door,2
