file_path,Pitch
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-02-01-01-01-06.wav,1824.2655
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-08-02-01-01-06.wav,1914.2721
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-08-01-02-01-06.wav,1866.5568
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-05-01-01-01-06.wav,1960.257
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-06-01-01-02-06.wav,1985.6118
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-06-02-02-02-06.wav,2062.4766
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-05-02-02-01-06.wav,1851.4261
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-07-01-02-01-06.wav,1798.9059
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-04-01-02-02-06.wav,1794.9858
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-04-02-01-02-06.wav,1971.8438
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_06/03-01-07-02-01-01-06.wav,2018.3807
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-02-02-07.wav,1551.3417
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-01-02-07.wav,1654.2737
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-02-02-01-01-07.wav,1836.1572
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-02-01-02-01-07.wav,1488.0609
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-02-02-07.wav,1580.358
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-08-02-02-01-07.wav,1679.6063
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-08-01-01-01-07.wav,1479.4758
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-06-01-02-02-07.wav,1847.3142
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-02-01-07.wav,1503.6241
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-01-01-07.wav,1726.1721
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-01-02-07.wav,1708.7207
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-01-02-07.wav,1503.0929
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-01-01-07.wav,1755.8
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-07-02-02-01-07.wav,1492.6522
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-02-02-07.wav,1601.7205
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-08-02-01-02-07.wav,1713.2612
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-08-01-02-02-07.wav,1433.0725
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-01-02-07.wav,1757.8645
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-06-01-01-01-07.wav,1413.6465
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-02-01-07.wav,1799.9395
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-02-02-07.wav,1948.7411
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-02-02-07.wav,1561.0608
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-02-01-07.wav,1583.1096
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-01-01-07.wav,1664.528
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-07-02-01-02-07.wav,1710.2728
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-01-01-07.wav,1579.4277
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-02-01-07.wav,1641.278
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-02-02-02-02-07.wav,1565.5348
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-01-01-07.wav,1718.9376
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-02-01-01-02-07.wav,1628.1049
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-08-01-01-02-07.wav,1639.129
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-08-02-02-02-07.wav,1628.5
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-02-01-07.wav,1350.8151
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-07-02-02-02-07.wav,1622.1
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-01-02-07.wav,1790.8574
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-01-01-07.wav,1752.4012
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-01-01-07.wav,1834.7927
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-01-02-07.wav,1916.8839
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-02-02-07.wav,1755.2239
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-06-01-02-01-07.wav,1763.2413
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-02-01-07.wav,1637.1232
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-02-01-02-02-07.wav,1579.9458
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-02-02-01-02-07.wav,1841.2972
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-01-01-07.wav,1560.889
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-02-01-07.wav,1662.4364
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-02-01-01-01-07.wav,1368.3014
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-01-01-01-02-07.wav,1550.8438
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-02-02-02-01-07.wav,1715.5454
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-03-01-02-02-07.wav,1641.278
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-03-02-01-02-07.wav,1886.4409
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-08-01-02-01-07.wav,1433.2487
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-08-02-01-01-07.wav,1717.9585
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-07-02-01-01-07.wav,1711.271
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-04-02-01-02-07.wav,1862.1909
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-04-01-02-02-07.wav,1664.1501
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-07-01-02-01-07.wav,1578.3251
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-05-02-02-01-07.wav,1889.389
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-06-02-02-02-07.wav,1806.9541
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-06-01-01-02-07.wav,1799.7754
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_07/03-01-05-01-01-01-07.wav,1924.7609
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-08-01-02-01-08.wav,1206.0721
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-08-02-01-01-08.wav,1670.7509
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-07-02-01-01-08.wav,1619.2699
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-04-02-01-02-08.wav,1586.5316
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-02-02-08.wav,1092.2374
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-07-01-02-01-08.wav,1269.8239
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-05-02-02-01-08.wav,1231.362
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-06-02-02-02-08.wav,1772.1155
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-06-01-01-02-08.wav,1779.7773
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-05-01-01-01-08.wav,1514.8083
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-02-01-01-01-08.wav,1277.1509
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-01-02-08.wav,1223.4115
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-02-02-02-01-08.wav,1043.4094
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-02-02-08.wav,1224.4288
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-01-02-08.wav,1747.8486
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-02-01-08.wav,963.5321
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-02-01-02-02-08.wav,997.887
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-02-02-01-02-08.wav,1426.418
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-01-01-08.wav,1369.2006
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-02-01-08.wav,1513.5764
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-08-01-01-02-08.wav,1389.7042
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-08-02-02-02-08.wav,1146.4564
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-04-02-02-01-08.wav,1551.0542
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-07-02-02-02-08.wav,998.6383
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-07-01-01-02-08.wav,1473.909
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-01-01-08.wav,1284.529
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-06-02-01-01-08.wav,1944.4086
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-05-02-01-02-08.wav,1724.1204
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-05-01-02-02-08.wav,1102.897
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-06-01-02-01-08.wav,1730.6628
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-01-01-08.wav,1601.9086
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-02-01-08.wav,1188.7368
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-02-02-02-02-08.wav,1215.3652
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-01-01-08.wav,1217.2637
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-02-01-01-02-08.wav,1350.0667
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-08-02-01-02-08.wav,1640.842
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-08-01-02-02-08.wav,1059.1373
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-05-01-01-02-08.wav,1492.9106
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-06-01-01-01-08.wav,1837.0691
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-06-02-02-01-08.wav,1582.8345
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-05-02-02-02-08.wav,1453.3932
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-07-01-02-02-08.wav,1038.6604
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-02-01-08.wav,1165.6337
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-04-02-01-01-08.wav,1751.9684
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-07-02-01-02-08.wav,1313.3823
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-08-02-02-01-08.wav,1216.3322
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-08-01-01-01-08.wav,1529.4312
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-06-01-02-02-08.wav,1554.6095
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-05-01-02-01-08.wav,1098.9166
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-05-02-01-01-08.wav,1643.2072
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-06-02-01-02-08.wav,1904.7963
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-04-01-01-02-08.wav,1298.6511
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-07-01-01-01-08.wav,1341.9423
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-07-02-02-01-08.wav,1004.659
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-04-02-02-02-08.wav,1597.6545
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-03-02-02-02-08.wav,1739.7448
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-03-01-01-02-08.wav,1502.6343
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-02-02-01-01-08.wav,1488.7659
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-02-01-02-01-08.wav,1090.4868
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_08/03-01-01-01-02-02-08.wav,1090.0406
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-01-01-09.wav,1790.8967
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-06-01-01-02-09.wav,1728.1757
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-02-01-09.wav,1558.7585
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-02-02-09.wav,1737.609
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-01-02-09.wav,1703.513
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-01-02-09.wav,1451.865
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-02-02-09.wav,1687.7693
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-02-02-02-01-09.wav,1499.2657
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-01-02-09.wav,1620.9309
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-02-01-01-01-09.wav,1679.5464
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-02-01-09.wav,1624.2489
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-01-01-09.wav,1490.4224
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-02-02-01-02-09.wav,1272.8235
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-02-01-02-02-09.wav,1372.1554
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-02-01-09.wav,1640.969
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-06-01-02-01-09.wav,1457.6501
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-02-02-09.wav,1725.4053
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-01-02-09.wav,1776.9705
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-01-01-09.wav,1570.2831
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-02-01-09.wav,1640.5627
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-02-01-01-02-09.wav,1813.6678
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-01-01-09.wav,1152.076
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-02-02-02-02-09.wav,1264.7524
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-02-01-09.wav,1460.7146
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-01-01-09.wav,1603.7324
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-01-01-09.wav,1548.2662
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-02-01-09.wav,1727.3677
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-02-02-09.wav,1581.4681
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-06-01-01-01-09.wav,1728.9177
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-01-02-09.wav,1625.3013
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-04-02-02-02-09.wav,1556.3666
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-04-01-01-02-09.wav,1723.8602
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-05-02-01-01-09.wav,1718.7836
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-05-01-02-01-09.wav,1416.39
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-06-01-02-02-09.wav,1796.3691
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-01-01-02-02-09.wav,1650.7312
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-02-01-02-01-09.wav,1743.9738
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-02-02-01-01-09.wav,1646.8116
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-03-01-01-02-09.wav,1411.6545
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_09/03-01-03-02-02-02-09.wav,1496.0898
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-03-02-02-02-10.wav,1894.3624
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-03-01-01-02-10.wav,1572.4738
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-02-02-01-01-10.wav,1704.6991
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-02-01-02-01-10.wav,1977.4442
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-01-01-02-02-10.wav,1618.1506
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-06-01-02-02-10.wav,1350.0693
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-02-01-10.wav,1398.1652
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-05-02-01-01-10.wav,1718.7402
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-06-02-01-02-10.wav,1780.9165
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-04-01-01-02-10.wav,1631.1436
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-07-01-01-01-10.wav,1636.1146
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-07-02-02-01-10.wav,1625.1256
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-04-02-02-02-10.wav,1621.8898
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-08-02-02-01-10.wav,1287.4392
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-08-01-01-01-10.wav,1587.3729
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-05-01-01-02-10.wav,1822.9553
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-06-01-01-01-10.wav,1708.564
/Users/shreyanandini/Desktop/Stress Level Detection From Speech/Audio_Speech_Actors_01-24/Actor_10/03-01-06-02-02-01-10.wav,1684.8613
